loan_amnt,funded_amnt,funded_amnt_inv,term,home_ownership,issue_d
15000,15000,15000,36 months,MORTGAGE,Nov-2011
12000,12000,12000,36 months,RENT,Nov-2011
35000,35000,34975.816357605893,60 months,MORTGAGE,Nov-2011
12400,12400,12400,36 months,MORTGAGE,Nov-2011
2500,2500,2500,36 months,OWN,Nov-2011
7200,7200,7200,36 months,RENT,Nov-2011
12000,12000,12000,60 months,MORTGAGE,Nov-2011
6000,6000,6000,36 months,RENT,Nov-2011
10000,10000,9950,36 months,RENT,Nov-2011
15000,15000,14950,36 months,MORTGAGE,Nov-2011
20000,20000,20000,36 months,RENT,Nov-2011
4000,4000,4000,36 months,MORTGAGE,Nov-2011
14400,14400,14100,60 months,MORTGAGE,Nov-2011
12800,12800,12775,60 months,RENT,Nov-2011
12800,12800,12525,60 months,RENT,Nov-2011
12000,12000,12000,60 months,RENT,Nov-2011
10625,10625,10625,36 months,MORTGAGE,Nov-2011
7500,7500,7500,36 months,RENT,Nov-2011
14750,14750,14425,60 months,MORTGAGE,Nov-2011
17500,17500,17500,36 months,RENT,Nov-2011
16000,16000,16000,36 months,MORTGAGE,Nov-2011
6700,6700,6650,60 months,RENT,Nov-2011
7000,7000,7000,36 months,RENT,Nov-2011
6625,6625,6625,36 months,MORTGAGE,Nov-2011
12000,12000,11975,60 months,MORTGAGE,Nov-2011
7000,7000,7000,36 months,RENT,Nov-2011
7000,7000,7000,36 months,MORTGAGE,Nov-2011
35000,35000,34425,60 months,MORTGAGE,Nov-2011
1000,1000,1000,36 months,RENT,Nov-2011
16000,16000,15975,36 months,MORTGAGE,Nov-2011
10000,10000,10000,36 months,RENT,Nov-2011
10500,10500,10500,60 months,MORTGAGE,Dec-2011
25000,25000,24975,60 months,MORTGAGE,Nov-2011
3100,3100,3100,36 months,MORTGAGE,Nov-2011
25000,25000,24975,60 months,MORTGAGE,Nov-2011
2500,2500,2500,36 months,OWN,Nov-2011
9000,9000,9000,36 months,RENT,Nov-2011
1600,1600,1600,36 months,RENT,Nov-2011
10800,10800,10800,36 months,RENT,Nov-2011
20000,20000,19700,60 months,OWN,Nov-2011
8000,8000,8000,36 months,MORTGAGE,Nov-2011
12000,12000,11975,60 months,RENT,Dec-2011
5000,5000,5000,36 months,MORTGAGE,Nov-2011
6000,6000,6000,36 months,MORTGAGE,Nov-2011
8600,8600,8600,36 months,MORTGAGE,Nov-2011
9450,9450,9450,36 months,RENT,Nov-2011
5200,5200,5200,36 months,RENT,Nov-2011
6000,6000,6000,36 months,MORTGAGE,Nov-2011
2800,2800,2800,36 months,RENT,Nov-2011
8500,8500,8500,36 months,MORTGAGE,Nov-2011
27000,27000,26975,60 months,MORTGAGE,Nov-2011
3200,3200,3200,36 months,RENT,Nov-2011
17050,17050,17050,36 months,MORTGAGE,Dec-2011
18000,18000,17950,60 months,RENT,Nov-2011
6200,6200,6200,36 months,RENT,Nov-2011
8000,8000,8000,36 months,MORTGAGE,Nov-2011
12000,12000,12000,36 months,MORTGAGE,Nov-2011
20000,20000,19675,60 months,MORTGAGE,Dec-2011
3000,3000,3000,36 months,RENT,Nov-2011
10000,10000,10000,36 months,MORTGAGE,Dec-2011
8000,8000,8000,36 months,RENT,Nov-2011
14000,14000,14000,36 months,MORTGAGE,Nov-2011
22000,22000,21975,60 months,RENT,Nov-2011
16000,16000,16000,36 months,RENT,Nov-2011
4500,4500,4250,36 months,MORTGAGE,Nov-2011
8000,8000,8000,36 months,MORTGAGE,Nov-2011
5000,5000,5000,36 months,RENT,Nov-2011
15000,15000,15000,36 months,MORTGAGE,Nov-2011
35000,35000,34972.121828084951,60 months,MORTGAGE,Nov-2011
16000,16000,15825,36 months,RENT,Nov-2011
14400,14400,14400,36 months,OWN,Nov-2011
35000,35000,35000,36 months,OWN,Dec-2011
17000,17000,17000,36 months,MORTGAGE,Nov-2011
15000,15000,15000,60 months,MORTGAGE,Nov-2011
5600,5600,5600,36 months,RENT,Nov-2011
9000,9000,9000,36 months,RENT,Nov-2011
9000,9000,9000,36 months,MORTGAGE,Nov-2011
8800,8800,8800,36 months,RENT,Nov-2011
8000,8000,8000,36 months,RENT,Dec-2011
10000,10000,9750,36 months,RENT,Nov-2011
12000,12000,11750,60 months,MORTGAGE,Nov-2011
5000,5000,5000,36 months,MORTGAGE,Nov-2011
16000,16000,16000,36 months,RENT,Nov-2011
1925,1925,1925,36 months,OWN,Nov-2011
20000,20000,19975,60 months,RENT,Nov-2011
4200,4200,4200,60 months,MORTGAGE,Nov-2011
15000,15000,15000,36 months,MORTGAGE,Nov-2011
5200,5200,5200,36 months,RENT,Nov-2011
16000,16000,16000,36 months,RENT,Nov-2011
2700,2700,2575,36 months,RENT,Nov-2011
4500,4500,4500,36 months,MORTGAGE,Nov-2011
2100,2100,2100,36 months,MORTGAGE,Nov-2011
1000,1000,1000,36 months,MORTGAGE,Nov-2011
4000,4000,4000,60 months,OWN,Nov-2011
13000,13000,12800,36 months,MORTGAGE,Nov-2011
28000,28000,27975,60 months,MORTGAGE,Nov-2011
22400,22400,22350,60 months,MORTGAGE,Nov-2011
16000,16000,16000,36 months,MORTGAGE,Nov-2011
30500,30500,30372.121834031318,60 months,MORTGAGE,Nov-2011
3000,3000,2875,36 months,MORTGAGE,Nov-2011
30000,30000,30000,36 months,RENT,Nov-2011
20000,20000,19975,60 months,MORTGAGE,Nov-2011
4900,4900,4900,36 months,MORTGAGE,Nov-2011
12000,12000,12000,60 months,MORTGAGE,Nov-2011
20000,20000,20000,60 months,RENT,Nov-2011
7000,7000,7000,36 months,RENT,Nov-2011
3600,3600,3600,36 months,RENT,Nov-2011
13200,13200,13175,60 months,RENT,Nov-2011
6000,6000,6000,36 months,RENT,Nov-2011
35000,35000,35000,36 months,MORTGAGE,Dec-2011
7000,7000,7000,36 months,RENT,Nov-2011
35000,35000,34925,36 months,MORTGAGE,Nov-2011
21600,21600,21600,60 months,MORTGAGE,Nov-2011
7000,7000,7000,36 months,RENT,Nov-2011
10500,10500,10500,36 months,OWN,Nov-2011
15575,15575,15575,36 months,RENT,Nov-2011
14000,14000,13975,60 months,MORTGAGE,Nov-2011
16000,16000,16000,36 months,RENT,Nov-2011
3000,3000,3000,36 months,RENT,Nov-2011
7200,7200,7200,36 months,RENT,Nov-2011
3200,3200,3200,36 months,RENT,Nov-2011
30000,30000,29897.503926792924,60 months,OWN,Nov-2011
15600,15600,15350,36 months,MORTGAGE,Nov-2011
5600,5600,5600,60 months,MORTGAGE,Nov-2011
3000,3000,3000,36 months,RENT,Nov-2011
18000,18000,17900,36 months,OWN,Nov-2011
7200,7200,7200,36 months,RENT,Nov-2011
16000,16000,16000,60 months,MORTGAGE,Nov-2011
3000,3000,3000,36 months,MORTGAGE,Nov-2011
24000,24000,23975,60 months,MORTGAGE,Dec-2011
6000,6000,6000,36 months,OWN,Nov-2011
15000,15000,14750,60 months,MORTGAGE,Nov-2011
25000,25000,25000,36 months,MORTGAGE,Dec-2011
10000,10000,10000,36 months,MORTGAGE,Nov-2011
15000,15000,15000,36 months,MORTGAGE,Nov-2011
5000,5000,4900,60 months,MORTGAGE,Nov-2011
30000,30000,29900,36 months,RENT,Nov-2011
5000,5000,5000,36 months,RENT,Nov-2011
7500,7500,7500,36 months,RENT,Nov-2011
35000,35000,33301.317412378259,60 months,MORTGAGE,Nov-2011
16800,16800,16800,36 months,MORTGAGE,Nov-2011
35000,35000,34647.352447395792,60 months,MORTGAGE,Nov-2011
1800,1800,1800,36 months,MORTGAGE,Nov-2011
16000,16000,16000,36 months,RENT,Nov-2011
3000,3000,3000,36 months,RENT,Nov-2011
5000,5000,5000,36 months,MORTGAGE,Nov-2011
24000,24000,23947.151221406382,60 months,MORTGAGE,Nov-2011
13000,13000,13000,36 months,RENT,Nov-2011
4000,4000,4000,36 months,MORTGAGE,Nov-2011
25000,25000,24972.478901576441,60 months,RENT,Nov-2011
15000,15000,15000,36 months,MORTGAGE,Nov-2011
35000,35000,34700,36 months,RENT,Nov-2011
10000,10000,10000,36 months,MORTGAGE,Nov-2011
10000,10000,10000,36 months,RENT,Dec-2011
14400,14400,14400,36 months,RENT,Nov-2011
35000,35000,34788.447069030932,60 months,RENT,Nov-2011
6075,6075,6075,36 months,RENT,Nov-2011
8000,8000,8000,36 months,RENT,Nov-2011
20000,20000,19775,60 months,RENT,Nov-2011
35000,35000,34775,36 months,MORTGAGE,Nov-2011
17400,17400,17400,60 months,RENT,Nov-2011
16000,16000,16000,60 months,RENT,Nov-2011
1600,1600,1600,36 months,RENT,Nov-2011
12800,12800,12800,60 months,MORTGAGE,Nov-2011
7750,7750,7750,36 months,MORTGAGE,Nov-2011
18000,18000,18000,60 months,OWN,Nov-2011
5700,5700,5700,60 months,MORTGAGE,Nov-2011
12000,12000,12000,60 months,RENT,Nov-2011
6000,6000,6000,36 months,RENT,Nov-2011
3000,3000,3000,36 months,MORTGAGE,Nov-2011
5600,5600,5600,36 months,MORTGAGE,Nov-2011
8000,8000,8000,36 months,RENT,Nov-2011
30000,30000,30000,36 months,MORTGAGE,Nov-2011
20000,20000,20000,36 months,MORTGAGE,Nov-2011
10000,10000,9750,60 months,MORTGAGE,Nov-2011
24000,24000,24000,36 months,MORTGAGE,Nov-2011
10800,10800,10800,60 months,MORTGAGE,Nov-2011
17600,17600,17350,60 months,MORTGAGE,Nov-2011
5100,5100,5100,36 months,RENT,Nov-2011
6000,6000,6000,36 months,MORTGAGE,Nov-2011
1400,1400,1400,36 months,MORTGAGE,Nov-2011
8000,8000,8000,36 months,MORTGAGE,Nov-2011
7500,7500,7500,36 months,MORTGAGE,Nov-2011
3175,3175,3175,36 months,RENT,Dec-2011
18000,18000,18000,36 months,MORTGAGE,Nov-2011
10000,10000,10000,36 months,RENT,Nov-2011
7000,7000,7000,36 months,RENT,Nov-2011
20000,20000,20000,60 months,MORTGAGE,Dec-2011
20500,20500,19950,60 months,MORTGAGE,Nov-2011
14800,14800,14750,60 months,MORTGAGE,Nov-2011
30000,30000,29997.05980583931,60 months,MORTGAGE,Nov-2011
3000,3000,3000,36 months,MORTGAGE,Nov-2011
5800,5800,5800,60 months,MORTGAGE,Nov-2011
4000,4000,3750,36 months,MORTGAGE,Nov-2011
6000,6000,6000,36 months,MORTGAGE,Nov-2011
32275,32275,30819.636526998562,60 months,RENT,Nov-2011
35000,35000,35000,36 months,RENT,Nov-2011
7800,7800,7650,60 months,MORTGAGE,Nov-2011
6000,6000,6000,36 months,OWN,Nov-2011
6300,6300,6300,36 months,MORTGAGE,Nov-2011
18000,18000,17925,60 months,MORTGAGE,Nov-2011
5000,5000,5000,36 months,RENT,Nov-2011
16000,16000,16000,36 months,OWN,Nov-2011
5000,5000,5000,36 months,RENT,Nov-2011
12000,12000,12000,36 months,RENT,Nov-2011
12000,12000,12000,60 months,RENT,Nov-2011
30000,30000,28428.221700194506,60 months,MORTGAGE,Dec-2011
1300,1300,1300,36 months,RENT,Nov-2011
16000,16000,16000,36 months,MORTGAGE,Nov-2011
11250,11250,11250,36 months,MORTGAGE,Nov-2011
7000,7000,7000,36 months,RENT,Nov-2011
5000,5000,5000,36 months,MORTGAGE,Nov-2011
8000,8000,8000,36 months,RENT,Dec-2011
12000,12000,12000,36 months,RENT,Nov-2011
4000,4000,4000,36 months,RENT,Nov-2011
7000,7000,6750,36 months,MORTGAGE,Nov-2011
7600,7600,7600,36 months,MORTGAGE,Nov-2011
20000,20000,19975,60 months,MORTGAGE,Nov-2011
10000,10000,10000,36 months,RENT,Nov-2011
8000,8000,8000,36 months,OWN,Nov-2011
12000,12000,11800,60 months,MORTGAGE,Nov-2011
16500,16500,16400,60 months,MORTGAGE,Nov-2011
4475,4475,4475,36 months,OWN,Nov-2011
5750,5750,5750,36 months,RENT,Nov-2011
14600,14600,14600,60 months,RENT,Nov-2011
11200,11200,11025,60 months,RENT,Nov-2011
4900,4900,4900,36 months,MORTGAGE,Nov-2011
10000,10000,10000,36 months,MORTGAGE,Nov-2011
16000,16000,16000,36 months,RENT,Nov-2011
25200,25200,24997.252697458679,60 months,MORTGAGE,Nov-2011
18650,18650,18650,60 months,RENT,Nov-2011
12000,12000,12000,36 months,MORTGAGE,Nov-2011
3600,3600,3600,36 months,MORTGAGE,Nov-2011
15600,15600,15350,60 months,OWN,Nov-2011
15000,15000,15000,36 months,RENT,Nov-2011
19200,19200,19200,36 months,MORTGAGE,Nov-2011
9600,9600,9600,36 months,RENT,Nov-2011
13200,13200,13200,36 months,MORTGAGE,Nov-2011
16000,16000,16000,36 months,OWN,Nov-2011
12000,12000,12000,36 months,RENT,Nov-2011
12000,12000,11875,60 months,MORTGAGE,Nov-2011
4000,4000,4000,36 months,MORTGAGE,Nov-2011
5000,5000,5000,36 months,RENT,Nov-2011
30000,30000,29575,60 months,RENT,Nov-2011
35000,35000,35000,36 months,MORTGAGE,Nov-2011
5000,5000,5000,36 months,MORTGAGE,Nov-2011
6000,6000,6000,36 months,RENT,Nov-2011
5700,5700,5700,60 months,RENT,Nov-2011
5000,5000,5000,36 months,RENT,Nov-2011
23000,23000,22950,60 months,MORTGAGE,Nov-2011
12000,12000,11825,60 months,MORTGAGE,Nov-2011
25000,25000,24425,60 months,RENT,Nov-2011
6000,6000,6000,36 months,RENT,Nov-2011
10000,10000,10000,36 months,RENT,Nov-2011
7500,7500,7500,60 months,MORTGAGE,Nov-2011
7000,7000,7000,36 months,MORTGAGE,Nov-2011
10000,10000,10000,36 months,RENT,Nov-2011
20000,20000,20000,36 months,MORTGAGE,Nov-2011
9600,9600,9600,36 months,MORTGAGE,Nov-2011
20000,20000,19900.32184674332,60 months,OWN,Nov-2011
6550,6550,6550,36 months,RENT,Nov-2011
2500,2500,2500,36 months,OWN,Nov-2011
12000,12000,11950,60 months,MORTGAGE,Nov-2011
2500,2500,2500,36 months,RENT,Nov-2011
30400,30400,30302.107298138417,60 months,MORTGAGE,Nov-2011
11300,11300,11025,60 months,OWN,Nov-2011
8575,8575,8575,36 months,RENT,Nov-2011
16000,16000,15750,36 months,RENT,Nov-2011
13000,13000,13000,60 months,RENT,Nov-2011
8500,8500,8250,36 months,RENT,Nov-2011
6000,6000,6000,36 months,RENT,Nov-2011
8800,8800,8800,36 months,RENT,Nov-2011
25000,25000,25000,36 months,MORTGAGE,Nov-2011
6000,6000,6000,36 months,MORTGAGE,Nov-2011
12000,12000,12000,36 months,RENT,Nov-2011
9600,9600,9600,60 months,RENT,Nov-2011
8300,8300,8300,36 months,OWN,Nov-2011
5500,5500,5500,36 months,RENT,Nov-2011
35000,35000,35000,36 months,MORTGAGE,Nov-2011
3000,3000,3000,36 months,RENT,Nov-2011
2500,2500,2500,36 months,RENT,Nov-2011
12000,12000,12000,36 months,MORTGAGE,Nov-2011
7200,7200,7200,36 months,RENT,Nov-2011
2000,2000,2000,36 months,MORTGAGE,Nov-2011
22000,22000,22000,36 months,MORTGAGE,Nov-2011
14000,14000,14000,36 months,RENT,Nov-2011
7500,7500,7500,36 months,RENT,Nov-2011
6000,6000,6000,36 months,RENT,Nov-2011
15000,15000,15000,60 months,RENT,Nov-2011
22900,22900,22725,60 months,RENT,Nov-2011
3500,3500,3500,36 months,MORTGAGE,Nov-2011
35000,35000,33714.915857975367,60 months,OWN,Nov-2011
1950,1950,1950,36 months,OWN,Nov-2011
12000,12000,12000,36 months,MORTGAGE,Nov-2011
5000,5000,5000,36 months,OWN,Nov-2011
6250,6250,6250,60 months,RENT,Nov-2011
15000,15000,15000,60 months,MORTGAGE,Nov-2011
30000,30000,28940.604999893444,60 months,MORTGAGE,Nov-2011
7000,7000,7000,36 months,MORTGAGE,Nov-2011
2600,2600,2600,36 months,MORTGAGE,Nov-2011
14000,14000,14000,36 months,MORTGAGE,Nov-2011
15000,15000,15000,36 months,MORTGAGE,Nov-2011
14300,14300,14300,36 months,MORTGAGE,Nov-2011
15600,15600,15525,60 months,OWN,Nov-2011
19000,19000,18750,60 months,MORTGAGE,Nov-2011
6000,6000,6000,36 months,MORTGAGE,Nov-2011
3000,3000,3000,36 months,RENT,Nov-2011
3500,3500,3500,36 months,RENT,Nov-2011
2250,2250,2250,36 months,RENT,Nov-2011
8400,8400,8400,60 months,MORTGAGE,Nov-2011
5000,5000,5000,36 months,RENT,Nov-2011
16000,16000,15775,60 months,MORTGAGE,Nov-2011
27575,27575,27298.072354384141,60 months,MORTGAGE,Nov-2011
14000,14000,14000,36 months,RENT,Nov-2011
35000,35000,34822.565812846947,60 months,MORTGAGE,Nov-2011
30000,30000,29797.565782656531,60 months,OWN,Nov-2011
5000,5000,5000,36 months,MORTGAGE,Nov-2011
7500,7500,7250,36 months,MORTGAGE,Nov-2011
3000,3000,3000,36 months,RENT,Nov-2011
9000,9000,9000,36 months,MORTGAGE,Nov-2011
24000,24000,23950,60 months,RENT,Dec-2011
13000,13000,12975,60 months,MORTGAGE,Nov-2011
5500,5500,5500,36 months,RENT,Nov-2011
3500,3500,3500,36 months,RENT,Nov-2011
35000,35000,34825,60 months,MORTGAGE,Nov-2011
24000,24000,24000,36 months,RENT,Nov-2011
21000,21000,21000,60 months,RENT,Nov-2011
13200,13200,13200,60 months,MORTGAGE,Nov-2011
30000,30000,30000,36 months,MORTGAGE,Nov-2011
12000,12000,12000,36 months,RENT,Nov-2011
5000,5000,5000,36 months,RENT,Nov-2011
6850,6850,6850,60 months,RENT,Nov-2011
12000,12000,12000,36 months,MORTGAGE,Nov-2011
15000,15000,14750,60 months,RENT,Nov-2011
20000,20000,19750,60 months,RENT,Nov-2011
5000,5000,5000,36 months,RENT,Nov-2011
35000,35000,34725,60 months,MORTGAGE,Nov-2011
1500,1500,1500,36 months,MORTGAGE,Nov-2011
12000,12000,11950,60 months,MORTGAGE,Nov-2011
21000,21000,20775,60 months,RENT,Nov-2011
6000,6000,6000,36 months,MORTGAGE,Nov-2011
35000,35000,34997.352447395792,60 months,MORTGAGE,Nov-2011
12400,12400,12275,60 months,MORTGAGE,Nov-2011
30000,30000,30000,36 months,MORTGAGE,Nov-2011
1200,1200,1200,36 months,MORTGAGE,Nov-2011
7000,7000,7000,36 months,OWN,Nov-2011
5600,5600,5600,36 months,RENT,Nov-2011
4200,4200,4200,36 months,MORTGAGE,Nov-2011
7000,7000,7000,36 months,OWN,Nov-2011
25000,25000,25000,36 months,MORTGAGE,Nov-2011
8500,8500,8500,36 months,MORTGAGE,Nov-2011
3000,3000,3000,36 months,MORTGAGE,Nov-2011
1600,1600,1600,36 months,RENT,Nov-2011
35000,35000,34972.47891029169,60 months,MORTGAGE,Nov-2011
3400,3400,3400,36 months,RENT,Nov-2011
10000,10000,10000,36 months,RENT,Nov-2011
10000,10000,10000,36 months,MORTGAGE,Nov-2011
3500,3500,3500,36 months,MORTGAGE,Nov-2011
24000,24000,23747.503901041169,60 months,RENT,Nov-2011
35000,35000,35000,36 months,RENT,Nov-2011
14000,14000,14000,36 months,RENT,Nov-2011
9600,9600,9350,60 months,MORTGAGE,Nov-2011
15000,15000,15000,36 months,RENT,Nov-2011
1000,1000,1000,36 months,MORTGAGE,Nov-2011
4000,4000,4000,36 months,MORTGAGE,Nov-2011
20000,20000,20000,36 months,OWN,Nov-2011
14000,14000,13750,36 months,MORTGAGE,Nov-2011
15000,15000,15000,36 months,MORTGAGE,Nov-2011
20000,20000,19875,60 months,MORTGAGE,Nov-2011
15000,15000,15000,36 months,RENT,Nov-2011
23000,23000,22500,60 months,RENT,Nov-2011
6800,6800,6800,36 months,MORTGAGE,Nov-2011
30000,30000,29725,60 months,MORTGAGE,Nov-2011
26375,26375,26147.503899210488,60 months,RENT,Nov-2011
6400,6400,6150,36 months,RENT,Nov-2011
10200,10200,10175,36 months,RENT,Nov-2011
30000,30000,30000,36 months,MORTGAGE,Nov-2011
12000,12000,11750,60 months,MORTGAGE,Nov-2011
12000,12000,11975,60 months,MORTGAGE,Nov-2011
15000,15000,15000,60 months,MORTGAGE,Nov-2011
15000,15000,14800,60 months,RENT,Nov-2011
8000,8000,7950,36 months,RENT,Nov-2011
19000,19000,18675,60 months,MORTGAGE,Nov-2011
9250,9250,9250,36 months,MORTGAGE,Nov-2011
35000,35000,33512.974570267004,60 months,MORTGAGE,Nov-2011
18000,18000,18000,36 months,MORTGAGE,Nov-2011
4600,4600,4600,60 months,RENT,Nov-2011
5400,5400,5400,36 months,MORTGAGE,Nov-2011
14400,14400,14400,60 months,MORTGAGE,Nov-2011
3000,3000,3000,60 months,RENT,Nov-2011
1450,1450,1450,36 months,RENT,Nov-2011
12000,12000,12000,60 months,RENT,Nov-2011
7200,7200,6950,36 months,RENT,Nov-2011
6000,6000,6000,60 months,RENT,Nov-2011
12000,12000,11575,60 months,MORTGAGE,Nov-2011
6000,6000,6000,36 months,MORTGAGE,Nov-2011
8000,8000,8000,36 months,MORTGAGE,Nov-2011
12600,12600,12350,60 months,MORTGAGE,Nov-2011
35000,35000,34975,36 months,RENT,Nov-2011
8400,8400,8375,36 months,RENT,Nov-2011
11425,11425,11400,36 months,MORTGAGE,Nov-2011
20000,20000,19725,60 months,MORTGAGE,Nov-2011
16000,16000,16000,36 months,MORTGAGE,Nov-2011
24000,24000,23472.121805414642,60 months,MORTGAGE,Nov-2011
2700,2700,2700,36 months,RENT,Nov-2011
20400,20400,20150,36 months,MORTGAGE,Nov-2011
3000,3000,3000,36 months,RENT,Nov-2011
35000,35000,34812.984522463815,60 months,RENT,Nov-2011
6000,6000,5993.996382244905,36 months,RENT,Nov-2011
6000,6000,5993.509314670983,36 months,RENT,Nov-2011
3000,3000,3000,36 months,RENT,Nov-2011
9000,9000,8975,36 months,RENT,Nov-2011
15000,15000,14725,60 months,MORTGAGE,Nov-2011
5000,5000,4968.608441392117,36 months,RENT,Nov-2011
8000,8000,7975,60 months,RENT,Nov-2011
7200,7200,7200,36 months,MORTGAGE,Nov-2011
20000,20000,19993.739075571603,36 months,RENT,Nov-2011
2300,2300,2300,36 months,MORTGAGE,Nov-2011
14400,14400,14400,60 months,MORTGAGE,Nov-2011
35000,35000,33786.665469997086,60 months,MORTGAGE,Nov-2011
4375,4375,4350,36 months,RENT,Nov-2011
10000,10000,9825,60 months,RENT,Nov-2011
5600,5600,5593.655343738056,36 months,MORTGAGE,Nov-2011
5000,5000,5000,36 months,MORTGAGE,Nov-2011
6000,6000,5743.739085586406,36 months,RENT,Nov-2011
8000,8000,7968.958639266577,36 months,RENT,Nov-2011
12000,12000,12000,60 months,MORTGAGE,Nov-2011
5000,5000,4868.509342784465,36 months,MORTGAGE,Nov-2011
35000,35000,33795.833057513966,60 months,MORTGAGE,Nov-2011
2800,2800,2800,36 months,RENT,Nov-2011
15000,15000,15000,36 months,MORTGAGE,Nov-2011
3500,3500,3500,36 months,MORTGAGE,Nov-2011
20000,20000,19725,60 months,MORTGAGE,Nov-2011
14000,14000,13950,36 months,MORTGAGE,Nov-2011
11200,11200,11193.824117038745,36 months,RENT,Nov-2011
20000,20000,20000,60 months,MORTGAGE,Nov-2011
14000,14000,14000,36 months,MORTGAGE,Nov-2011
6000,6000,6000,60 months,RENT,Nov-2011
4000,4000,4000,36 months,MORTGAGE,Nov-2011
24925,24925,24472.352419432497,60 months,MORTGAGE,Nov-2011
5000,5000,5000,36 months,RENT,Nov-2011
3500,3500,3500,36 months,MORTGAGE,Nov-2011
2700,2700,2700,36 months,RENT,Nov-2011
12800,12800,12800,60 months,RENT,Nov-2011
14400,14400,14225,60 months,RENT,Nov-2011
7800,7800,7793.655346211765,36 months,RENT,Nov-2011
10000,10000,10000,36 months,MORTGAGE,Nov-2011
5600,5600,5600,36 months,RENT,Nov-2011
5000,5000,5000,36 months,RENT,Nov-2011
35000,35000,34788.197369659343,60 months,MORTGAGE,Nov-2011
3200,3200,3200,36 months,RENT,Nov-2011
12000,12000,12000,36 months,MORTGAGE,Nov-2011
20000,20000,20000,36 months,MORTGAGE,Nov-2011
5000,5000,5000,36 months,RENT,Nov-2011
5500,5500,5500,36 months,RENT,Nov-2011
12000,12000,12000,36 months,RENT,Nov-2011
7000,7000,7000,36 months,RENT,Nov-2011
2000,2000,2000,60 months,RENT,Nov-2011
35000,35000,33951.84413429912,60 months,MORTGAGE,Nov-2011
35000,35000,33970.778087236869,60 months,RENT,Nov-2011
30750,30750,30750,36 months,RENT,Nov-2011
12000,12000,11700,60 months,MORTGAGE,Nov-2011
5325,5325,5325,36 months,RENT,Nov-2011
6800,6800,6800,36 months,MORTGAGE,Nov-2011
8400,8400,8400,60 months,MORTGAGE,Nov-2011
13000,13000,12993.739054771952,36 months,RENT,Nov-2011
1500,1500,1500,36 months,OWN,Nov-2011
30000,30000,29700,60 months,MORTGAGE,Nov-2011
16950,16950,16650,60 months,MORTGAGE,Nov-2011
6625,6625,6625,36 months,MORTGAGE,Nov-2011
8000,8000,8000,60 months,RENT,Nov-2011
10000,10000,10000,36 months,RENT,Nov-2011
19000,19000,18750,60 months,RENT,Nov-2011
5000,5000,5000,36 months,RENT,Nov-2011
35000,35000,34525,60 months,RENT,Nov-2011
